Id_Fecha,Num_Victs,Fecha,Agno,Mes,Dia,Hora,Horario,Direccion,Comuna,pos x,pos y,Participantes,Victima,Acusado
2020-0057,1,2020-11-23,2020,11,23,07:45:00,7,"NAZCA AV. y VIALE, LUIS",11,-58.47501560,-34.61945902,PEATON-AUTO,PEATON,AUTO
2020-0058,1,2020-11-24,2020,11,24,16:00:00,16,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON-AUTO,PEATON,AUTO
2020-0059,1,2020-12-01,2020,12,1,06:35:00,6,BRASIL 1100,1,-58.37951690,-34.62794241,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0060,1,2020-12-03,2020,12,3,20:30:00,20,"HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON-MOTO,PEATON,MOTO
2020-0061,1,2020-12-03,2020,12,3,14:40:00,14,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO-CARGAS,MOTO,CARGAS
2020-0062,1,2020-12-04,2020,12,4,17:19:00,17,MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2020-0063,2,2020-12-05,2020,12,5,07:10:00,7,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO
2020-0065,1,2020-12-05,2020,12,5,16:00:00,16,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-AUTO,MOTO,AUTO
2020-0066,1,2020-12-07,2020,12,7,04:30:00,4,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0067,1,2020-12-11,2020,12,11,22:00:00,22,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0068,1,2020-12-12,2020,12,12,20:30:00,20,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO-AUTO,MOTO,AUTO
2020-0069,1,2020-12-15,2020,12,15,05:20:00,5,"INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0070,1,2020-12-17,2020,12,17,15:35:00,15,"CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0071,1,2020-12-17,2020,12,17,23:00:00,23,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON-AUTO,PEATON,AUTO
2020-0072,1,2020-12-19,2020,12,19,03:30:00,3,"JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA-AUTO,BICICLETA,AUTO
2020-0073,1,2020-12-20,2020,12,20,07:40:00,7,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0074,1,2020-12-20,2020,12,20,21:00:00,21,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,AUTO-AUTO,AUTO,AUTO
2020-0075,1,2020-12-23,2020,12,23,14:00:00,14,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0076,1,2020-12-24,2020,12,24,12:30:00,12,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,AUTO-PASAJEROS,AUTO,PASAJEROS
2020-0077,2,2020-12-25,2020,12,25,06:40:00,6,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO
2020-0078,1,2020-12-25,2020,12,25,05:50:00,5,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2020-0079,1,2020-12-27,2020,12,27,04:15:00,4,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0001,1,2021-01-06,2021,1,6,18:00:00,18,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,MOTO-AUTO,MOTO,AUTO
2021-0002,1,2021-01-07,2021,1,7,10:20:00,10,"CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,MOTO-CARGAS,MOTO,CARGAS
2021-0003,1,2021-01-10,2021,1,10,07:40:00,7,AUTOPISTA 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0004,1,2021-01-11,2021,1,11,09:12:18,9,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,PEATON-CARGAS,PEATON,CARGAS
2021-0005,1,2021-01-11,2021,1,11,21:30:00,21,"PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON-AUTO,PEATON,AUTO
2021-0006,1,2021-01-12,2021,1,12,21:00:00,21,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO-CARGAS,MOTO,CARGAS
2021-0007,1,2021-01-18,2021,1,18,10:00:00,10,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,MOTO-MOTO,MOTO,MOTO
2021-0008,1,2021-01-22,2021,1,22,23:30:00,23,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0009,1,2021-01-23,2021,1,23,05:30:00,5,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0010,1,2021-01-23,2021,1,23,08:00:00,8,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO-AUTO,MOTO,AUTO
2021-0011,1,2021-01-27,2021,1,27,01:04:26,1,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON-AUTO,PEATON,AUTO
2021-0012,1,2021-01-29,2021,1,29,20:07:22,20,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8,-58.48191128,-34.68385968,PEATON-AUTO,PEATON,AUTO
2021-0013,1,2021-01-31,2021,1,31,06:10:00,6,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,-58.48727942,-34.63652467,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0014,1,2021-02-02,2021,2,2,00:50:00,0,SAN MARTIN AV. y NOGOYA,15,-58.48328708,-34.59779521,PEATON-AUTO,PEATON,AUTO
2021-0015,1,2021-02-06,2021,2,6,03:05:00,3,SAN MARTIN AV. y TINOGASTA,15,-58.49018543,-34.59724990,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0016,1,2021-02-14,2021,2,14,05:50:00,5,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0017,1,2021-02-17,2021,2,17,04:10:00,4,SALTA y CASEROS AV.,1,-58.38262614,-34.63168269,MOTO-PASAJEROS,MOTO,PASAJEROS
2021-0018,1,2021-02-20,2021,2,20,19:00:00,19,"JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON-AUTO,PEATON,AUTO
2021-0019,1,2021-02-21,2021,2,21,01:20:00,1,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0020,1,2021-02-21,2021,2,21,15:00:00,15,POTOSI y GASCON,5,-58.42462955,-34.60727189,PEATON-CARGAS,PEATON,CARGAS
2021-0021,1,2021-02-26,2021,2,26,05:30:00,5,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0022,1,2021-02-28,2021,2,28,12:00:00,12,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS-SD,PASAJEROS,SD
2021-0023,1,2021-03-01,2021,3,1,09:20:00,9,,4,.,.,MOTO-CARGAS,MOTO,CARGAS
2021-0024,1,2021-03-03,2021,3,3,16:30:00,16,"PERON, EVA AV. y PIEDRA BUENA AV.",9,-58.49573651,-34.67006054,BICICLETA-CARGAS,BICICLETA,CARGAS
2021-0025,1,2021-03-11,2021,3,11,03:45:00,3,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8,-58.48695354,-34.68795245,MOTO-OTRO,MOTO,OTRO
2021-0026,1,2021-03-15,2021,3,15,02:35:00,2,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0027,1,2021-03-16,2021,3,16,15:30:00,15,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO-CARGAS,MOTO,CARGAS
2021-0028,1,2021-03-29,2021,3,29,17:20:00,17,"COREA AV. y TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0029,1,2021-03-31,2021,3,31,18:05:00,18,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,AUTO-AUTO,AUTO,AUTO
2021-0030,1,2021-04-03,2021,4,3,18:30:00,18,FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0031,1,2021-04-07,2021,4,7,10:29:00,10,9 DE JULIO AV. e INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON-CARGAS,PEATON,CARGAS
2021-0032,1,2021-04-10,2021,4,10,19:55:00,19,"CANTILO, INT. y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON-MOTO,PEATON,MOTO
2021-0033,1,2021-04-14,2021,4,14,17:50:00,17,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0034,1,2021-04-19,2021,4,19,14:40:00,14,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,MOTO-CARGAS,MOTO,CARGAS
2021-0035,1,2021-05-03,2021,5,3,09:20:00,9,"JANER, ANA MARIA y LAFUENTE AV.",8,-58.44642231,-34.65679806,MOTO-CARGAS,MOTO,CARGAS
2021-0036,1,2021-05-09,2021,5,9,06:00:00,6,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0037,1,2021-05-11,2021,5,11,07:10:00,7,"MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0038,1,2021-05-14,2021,5,14,11:40:00,11,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO-CARGAS,MOTO,CARGAS
2021-0039,1,2021-05-15,2021,5,15,12:09:00,12,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA-AUTO,BICICLETA,AUTO
2021-0040,1,2021-05-20,2021,5,20,05:50:00,5,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-AUTO,MOTO,AUTO
2021-0041,1,2021-05-20,2021,5,20,08:30:00,8,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.57728060,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0042,1,2021-05-21,2021,5,21,05:00:00,5,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0043,1,2021-05-22,2021,5,22,18:26:00,18,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON-AUTO,PEATON,AUTO
2021-0044,1,2021-05-25,2021,5,25,02:00:00,2,"PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0045,1,2021-05-26,2021,5,26,17:24:00,17,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MULTIPLE,MOTO,MULTIPLE
2021-0046,1,2021-05-31,2021,5,31,02:00:00,2,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0047,1,2021-06-02,2021,6,2,16:00:00,16,"VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO-AUTO,MOTO,AUTO
2021-0048,1,2021-06-03,2021,6,3,09:58:00,9,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.56981410,BICICLETA-AUTO,BICICLETA,AUTO
2021-0049,1,2021-06-03,2021,6,3,20:30:00,20,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO-AUTO,AUTO,AUTO
2021-0050,1,2021-06-10,2021,6,10,13:30:00,13,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO-PASAJEROS,MOTO,PASAJEROS
2021-0051,1,2021-06-15,2021,6,15,19:20:00,19,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON-CARGAS,PEATON,CARGAS
2021-0052,1,2021-06-20,2021,6,20,05:40:00,5,"PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0053,1,2021-06-20,2021,6,20,12:00:00,12,CORRIENTES AV. 5783,15,-58.44399875,-34.59477360,PEATON-BICICLETA,PEATON,BICICLETA
2021-0054,1,2021-06-22,2021,6,22,14:44:00,14,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO-CARGAS,MOTO,CARGAS
2021-0055,1,2021-06-29,2021,6,29,12:20:00,12,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO-CARGAS,MOTO,CARGAS
2021-0056,1,2021-07-09,2021,7,9,23:25:00,23,"CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.65008280,BICICLETA-AUTO,BICICLETA,AUTO
2021-0057,1,2021-07-10,2021,7,10,23:30:00,23,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0058,1,2021-07-21,2021,7,21,00:40:00,0,"PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON-AUTO,PEATON,AUTO
2021-0059,1,2021-07-22,2021,7,22,01:20:00,1,"GARAY, JUAN DE AV. 2269",3,-58.39640740,-34.62783085,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0060,1,2021-07-22,2021,7,22,12:30:00,12,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.61112240,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0061,1,2021-07-24,2021,7,24,09:15:00,9,"MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON-CARGAS,PEATON,CARGAS
2021-0062,1,2021-07-27,2021,7,27,07:16:00,7,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO-CARGAS,AUTO,CARGAS
2021-0063,1,2021-08-02,2021,8,2,04:40:00,4,"ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO-AUTO,AUTO,AUTO
2021-0064,1,2021-08-02,2021,8,2,20:00:00,20,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON-CARGAS,PEATON,CARGAS
2021-0065,1,2021-08-06,2021,8,6,08:30:00,8,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.62699730,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0066,1,2021-08-06,2021,8,6,20:00:00,20,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0067,1,2021-08-08,2021,8,8,09:29:00,9,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0068,1,2021-08-15,2021,8,15,06:10:00,6,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0069,1,2021-08-20,2021,8,20,17:15:00,17,SANTA FE AV. 3428,14,-58.41354692,-34.58697680,PEATON-AUTO,PEATON,AUTO
2021-0070,1,2021-08-28,2021,8,28,08:30:00,8,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO-CARGAS,MOTO,CARGAS
2021-0071,1,2021-08-31,2021,8,31,16:00:00,16,SAN LUIS 2730,3,-58.40454610,-34.60003693,PEATON-MOTO,PEATON,MOTO
2021-0072,1,2021-09-01,2021,9,1,19:10:00,19,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON-AUTO,PEATON,AUTO
2021-0073,1,2021-09-18,2021,9,18,12:20:00,12,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA-AUTO,BICICLETA,AUTO
2021-0074,1,2021-09-20,2021,9,20,15:00:00,15,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MULTIPLE,MOTO,MULTIPLE
2021-0075,1,2021-09-21,2021,9,21,14:30:00,14,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON-CARGAS,PEATON,CARGAS
2021-0076,1,2021-10-16,2021,10,16,06:15:00,6,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0077,1,2021-10-18,2021,10,18,07:20:00,7,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO-CARGAS,MOTO,CARGAS
2021-0078,1,2021-10-23,2021,10,23,06:35:00,6,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO-PASAJEROS,MOTO,PASAJEROS
2021-0079,1,2021-10-25,2021,10,25,03:30:00,3,TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON-AUTO,PEATON,AUTO
2021-0080,1,2021-10-28,2021,10,28,16:16:00,16,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.59430160,MOTO-AUTO,MOTO,AUTO
2021-0081,1,2021-11-02,2021,11,2,13:35:00,13,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO-CARGAS,MOTO,CARGAS
2021-0082,1,2021-11-06,2021,11,6,04:39:00,4,AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO-AUTO,MOTO,AUTO
2021-0083,1,2021-11-09,2021,11,9,00:35:00,0,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,MOTO-AUTO,MOTO,AUTO
2021-0084,1,2021-11-11,2021,11,11,03:00:00,3,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0085,1,2021-11-20,2021,11,20,18:30:00,18,"PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0086,1,2021-11-25,2021,11,25,10:10:00,10,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0087,1,2021-11-27,2021,11,27,11:22:00,11,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON-BICICLETA,PEATON,BICICLETA
2021-0088,1,2021-12-01,2021,12,1,15:40:00,15,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO-AUTO,MOTO,AUTO
2021-0089,1,2021-12-02,2021,12,2,01:10:00,1,GAONA AV. 3655,11,-58.47633683,-34.62140594,MOTO-AUTO,MOTO,AUTO
2021-0090,1,2021-12-10,2021,12,10,11:45:00,11,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0091,1,2021-12-11,2021,12,11,23:00:00,23,"BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO-AUTO,MOTO,AUTO
2021-0092,1,2021-12-12,2021,12,12,06:20:00,6,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.40596860,-34.61011987,PEATON-AUTO,PEATON,AUTO
2021-0093,1,2021-12-13,2021,12,13,17:10:00,17,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,MOTO-AUTO,MOTO,AUTO
2021-0094,1,2021-12-20,2021,12,20,01:10:00,1,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,MOTO-AUTO,MOTO,AUTO
2021-0095,1,2021-12-30,2021,12,30,00:43:00,0,GAONA AV. y TERRADA,11,-58.47293407,-34.61984745,MOTO-CARGAS,MOTO,CARGAS
2021-0096,1,2021-12-15,2021,12,15,10:30:00,10,"PERON, EVA AV. 4071",9,-58.47066794,-34.65021673,AUTO-CARGAS,AUTO,CARGAS
2021-0097,1,2021-11-18,2021,11,18,06:10:00,6,PADRE CARLOS MUGICA 709,1,-58.37976155,-34.58679619,BICICLETA-AUTO,BICICLETA,AUTO
